temperatureMax,temperatureMaxTime,windBearing,icon,dewPoint,temperatureMinTime,cloudCover,windSpeed,pressure,apparentTemperatureMinTime,apparentTemperatureHigh,precipType,visibility,humidity,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureMax,uvIndex,time,sunsetTime,temperatureLow,temperatureMin,temperatureHigh,sunriseTime,temperatureHighTime,uvIndexTime,summary,temperatureLowTime,apparentTemperatureMin,apparentTemperatureMaxTime,apparentTemperatureLowTime,moonPhase
11.73,12/13/2013 12:00,199,partly-cloudy-day,7.79,12/13/2013 23:00,0.51,3.44,1019.67,12/13/2013 23:00,11.73,rain,9.45,0.85,12/13/2013 12:00,1.16,11.73,1,12/13/2013 0:00,12/13/2013 15:52,3.79,8.15,11.73,12/13/2013 7:59,12/13/2013 12:00,12/13/2013 11:00,Mostly cloudy throughout the day.,12/14/2013 8:00,5.42,12/13/2013 12:00,12/14/2013 6:00,0.38
22.49,7/20/2013 16:00,63,partly-cloudy-day,14.4,7/20/2013 4:00,0.51,4.37,1023.47,7/20/2013 4:00,22.49,rain,12.42,0.74,7/20/2013 16:00,16.84,22.49,5,7/19/2013 23:00,7/20/2013 20:07,16.84,16.34,22.49,7/20/2013 4:08,7/20/2013 16:00,7/20/2013 12:00,Mostly cloudy until evening.,7/21/2013 5:00,16.34,7/20/2013 16:00,7/21/2013 5:00,0.41
24.03,8/30/2013 15:00,249,partly-cloudy-day,12.18,8/30/2013 5:00,0.31,3.91,1019.63,8/30/2013 5:00,24.03,rain,12.78,0.64,8/30/2013 15:00,14.22,24.03,3,8/29/2013 23:00,8/30/2013 18:53,14.22,15.34,24.03,8/30/2013 5:11,8/30/2013 15:00,8/30/2013 10:00,Partly cloudy throughout the day.,8/31/2013 7:00,15.34,8/30/2013 15:00,8/31/2013 7:00,0.81
7.19,12/25/2013 12:00,194,clear-day,2.57,12/25/2013 20:00,0.03,2.47,984.66,12/25/2013 7:00,4.9,rain,12.36,0.85,12/25/2013 12:00,0.38,4.98,1,12/25/2013 0:00,12/25/2013 15:56,2.87,3.74,7.19,12/25/2013 8:06,12/25/2013 12:00,12/25/2013 10:00,Clear throughout the day.,12/26/2013 6:00,0.23,12/25/2013 22:00,12/26/2013 7:00,0.75
18.81,9/30/2013 14:00,84,partly-cloudy-day,11.64,9/30/2013 22:00,0.37,3.68,1006.77,9/30/2013 22:00,18.81,rain,12.6,0.79,9/30/2013 14:00,11.76,18.81,2,9/29/2013 23:00,9/30/2013 17:42,11.76,13.21,18.81,9/30/2013 6:00,9/30/2013 14:00,9/30/2013 11:00,Partly cloudy until evening.,10/1/2013 4:00,13.21,9/30/2013 14:00,10/1/2013 4:00,0.85
15.84,9/19/2013 17:00,239,partly-cloudy-day,9.46,9/19/2013 3:00,0.49,3.76,1010.33,9/19/2013 2:00,15.86,rain,11.99,0.84,9/19/2013 17:00,8.16,15.86,2,9/18/2013 23:00,9/19/2013 18:07,9.84,8.33,15.84,9/19/2013 5:43,9/19/2013 17:00,9/19/2013 11:00,Mostly cloudy until evening.,9/20/2013 3:00,6.46,9/19/2013 17:00,9/20/2013 3:00,0.49
23.19,7/10/2013 14:00,41,partly-cloudy-day,11.16,7/10/2013 21:00,0.22,3.88,1025.5,7/10/2013 21:00,23.19,rain,13.39,0.64,7/10/2013 14:00,11.99,23.19,6,7/9/2013 23:00,7/10/2013 20:17,11.99,13.36,23.19,7/10/2013 3:56,7/10/2013 14:00,7/10/2013 11:00,Partly cloudy until evening.,7/11/2013 4:00,13.36,7/10/2013 14:00,7/11/2013 4:00,0.07
20.87,9/25/2013 14:00,73,fog,14.34,9/25/2013 4:00,0.36,0.51,1011.86,9/25/2013 4:00,20.87,rain,3.75,0.86,9/25/2013 14:00,13.96,20.87,2,9/24/2013 23:00,9/25/2013 17:54,13.96,13.67,20.87,9/25/2013 5:52,9/25/2013 14:00,9/25/2013 10:00,Foggy in the morning.,9/26/2013 7:00,13.67,9/25/2013 14:00,9/26/2013 7:00,0.7
8.72,12/7/2013 14:00,250,partly-cloudy-day,5.06,12/7/2013 3:00,0.47,3.71,1026.6,12/7/2013 7:00,6.32,rain,11.78,0.85,12/7/2013 15:00,2.53,6.32,1,12/7/2013 0:00,12/7/2013 15:53,5.09,6.55,8.72,12/7/2013 7:53,12/7/2013 14:00,12/7/2013 12:00,Mostly cloudy until evening.,12/8/2013 5:00,4.02,12/7/2013 15:00,12/8/2013 5:00,0.17
13.85,9/14/2013 17:00,335,partly-cloudy-day,9.98,9/14/2013 4:00,0.69,2.95,1015.54,9/14/2013 3:00,13.85,rain,9.64,0.89,9/14/2013 17:00,5.13,13.85,2,9/13/2013 23:00,9/14/2013 18:19,6.72,9.3,13.85,9/14/2013 5:35,9/14/2013 17:00,9/14/2013 11:00,Mostly cloudy until evening.,9/15/2013 6:00,7.1,9/14/2013 17:00,9/15/2013 6:00,0.32
1.33,1/18/2013 0:00,112,fog,-2.88,1/18/2013 9:00,0.67,5.2,1004.05,1/18/2013 13:00,-6.09,snow,6.41,0.85,1/18/2013 19:00,-6.13,-2.04,1,1/18/2013 0:00,1/18/2013 16:26,-0.81,-1.93,-0.81,1/18/2013 7:57,1/18/2013 19:00,1/18/2013 11:00,Foggy until afternoon.,1/18/2013 19:00,-7.8,1/18/2013 0:00,1/18/2013 22:00,0.23
20.88,6/6/2013 15:00,58,partly-cloudy-day,8.33,6/6/2013 4:00,0.23,4.28,1021.53,6/6/2013 5:00,20.88,rain,13.34,0.68,6/6/2013 15:00,10.02,20.88,3,6/5/2013 23:00,6/6/2013 20:14,10.02,8.73,20.88,6/6/2013 3:46,6/6/2013 15:00,6/6/2013 9:00,Partly cloudy in the morning.,6/7/2013 4:00,6.66,6/6/2013 15:00,6/7/2013 4:00,0.93
13.11,11/12/2013 1:00,313,partly-cloudy-day,8.19,11/12/2013 23:00,0.56,2.26,1026.13,11/12/2013 23:00,12.36,rain,9.91,0.85,11/12/2013 13:00,0.39,13.11,1,11/12/2013 0:00,11/12/2013 16:17,2.11,6.08,12.36,11/12/2013 7:14,11/12/2013 13:00,11/12/2013 10:00,Mostly cloudy until evening.,11/13/2013 7:00,4.61,11/12/2013 1:00,11/13/2013 8:00,0.33
16.06,3/5/2013 14:00,131,fog,3.28,3/5/2013 5:00,0.12,1.6,1004.57,3/5/2013 0:00,16.06,rain,8.11,0.74,3/5/2013 14:00,6.51,16.06,2,3/5/2013 0:00,3/5/2013 17:48,7.65,1.87,16.06,3/5/2013 6:38,3/5/2013 14:00,3/5/2013 10:00,Foggy in the morning.,3/6/2013 4:00,1.49,3/5/2013 14:00,3/6/2013 4:00,0.77
7.72,3/19/2013 16:00,81,partly-cloudy-day,1.92,3/19/2013 23:00,0.59,1.56,997.51,3/19/2013 23:00,5.81,rain,8.32,0.83,3/19/2013 16:00,0.18,5.81,2,3/19/2013 0:00,3/19/2013 18:12,2.37,2.81,7.72,3/19/2013 6:06,3/19/2013 16:00,3/19/2013 11:00,Mostly cloudy throughout the day.,3/20/2013 1:00,0.65,3/19/2013 16:00,3/20/2013 1:00,0.25
15.43,4/15/2013 12:00,220,partly-cloudy-day,7.8,4/15/2013 22:00,0.42,5.4,1016.86,4/15/2013 22:00,15.43,rain,12.96,0.72,4/15/2013 12:00,7.26,15.43,4,4/14/2013 23:00,4/15/2013 18:57,9.63,10.08,15.43,4/15/2013 5:05,4/15/2013 12:00,4/15/2013 12:00,Partly cloudy until evening.,4/16/2013 1:00,10.08,4/15/2013 12:00,4/16/2013 2:00,0.16
23.38,8/28/2013 16:00,358,partly-cloudy-day,11.23,8/28/2013 4:00,0.37,0.85,1022.24,8/28/2013 4:00,23.38,rain,11.52,0.69,8/28/2013 16:00,14.16,23.38,4,8/27/2013 23:00,8/28/2013 18:58,14.16,12.45,23.38,8/28/2013 5:08,8/28/2013 16:00,8/28/2013 11:00,Mostly cloudy in the morning.,8/29/2013 4:00,12.45,8/28/2013 16:00,8/29/2013 4:00,0.75
10.26,1/27/2013 7:00,227,wind,4.08,1/27/2013 23:00,0.43,6.6,997.84,1/27/2013 23:00,10.26,rain,12.01,0.77,1/27/2013 7:00,-0.68,10.26,1,1/27/2013 0:00,1/27/2013 16:41,3.02,4.72,10.26,1/27/2013 7:47,1/27/2013 7:00,1/27/2013 10:00,Breezy in the morning and partly cloudy until evening.,1/28/2013 7:00,1.49,1/27/2013 7:00,1/28/2013 5:00,0.52
14.56,6/10/2013 16:00,79,cloudy,6.35,6/10/2013 5:00,0.95,1.67,1015.7,6/10/2013 5:00,14.56,rain,12.55,0.68,6/10/2013 16:00,6.87,14.56,4,6/9/2013 23:00,6/10/2013 20:17,8.16,10.61,14.56,6/10/2013 3:45,6/10/2013 16:00,6/10/2013 11:00,Overcast until evening.,6/11/2013 2:00,10.61,6/10/2013 16:00,6/11/2013 2:00,0.06
27.04,9/4/2013 15:00,119,clear-day,14.8,9/4/2013 6:00,0.1,1.86,1021.14,9/4/2013 6:00,27.31,rain,11.2,0.75,9/4/2013 15:00,15.54,27.31,4,9/3/2013 23:00,9/4/2013 18:42,15.46,14.09,27.04,9/4/2013 5:19,9/4/2013 15:00,9/4/2013 11:00,Clear throughout the day.,9/5/2013 5:00,14.09,9/4/2013 15:00,9/5/2013 5:00,0.96
14.12,4/21/2013 13:00,242,partly-cloudy-day,0.96,4/21/2013 5:00,0.28,2.14,1021.92,4/21/2013 5:00,14.12,rain,12.79,0.64,4/21/2013 13:00,5.12,14.12,4,4/20/2013 23:00,4/21/2013 19:07,6.91,1.46,14.12,4/21/2013 4:52,4/21/2013 13:00,4/21/2013 11:00,Partly cloudy throughout the day.,4/22/2013 1:00,1.46,4/21/2013 13:00,4/22/2013 1:00,0.35
5.53,2/7/2013 13:00,299,partly-cloudy-day,-1.83,2/7/2013 8:00,0.39,3.57,1017.82,2/7/2013 8:00,2.31,rain,12.49,0.71,2/7/2013 13:00,-2.13,2.42,1,2/7/2013 0:00,2/7/2013 17:01,0.81,1.24,5.53,2/7/2013 7:30,2/7/2013 13:00,2/7/2013 10:00,Partly cloudy throughout the day.,2/8/2013 7:00,-2.68,2/7/2013 22:00,2/8/2013 7:00,0.9
9.14,11/16/2013 13:00,272,partly-cloudy-day,3.66,11/16/2013 7:00,0.35,1.4,1031.84,11/16/2013 7:00,7.92,rain,9.66,0.87,11/16/2013 18:00,7.59,8.36,1,11/16/2013 0:00,11/16/2013 16:11,7.59,1.38,9.14,11/16/2013 7:21,11/16/2013 13:00,11/16/2013 9:00,Mostly cloudy until evening.,11/16/2013 19:00,-0.1,11/16/2013 23:00,11/16/2013 19:00,0.47
7.51,3/16/2013 1:00,186,wind,4.27,3/16/2013 19:00,0.69,6.75,996.08,3/16/2013 8:00,3.91,rain,12.13,0.85,3/16/2013 16:00,1.66,3.91,2,3/16/2013 0:00,3/16/2013 18:07,3.17,5.79,7.33,3/16/2013 6:13,3/16/2013 16:00,3/16/2013 11:00,Breezy in the morning and mostly cloudy throughout the day.,3/17/2013 4:00,1.78,3/16/2013 16:00,3/17/2013 4:00,0.15
18.02,9/12/2013 15:00,253,partly-cloudy-day,12.51,9/12/2013 4:00,0.72,1.24,1019.29,9/12/2013 4:00,18.02,rain,9.24,0.87,9/12/2013 15:00,15.33,18.02,2,9/11/2013 23:00,9/12/2013 18:24,15.33,12.58,18.02,9/12/2013 5:32,9/12/2013 15:00,9/12/2013 10:00,Mostly cloudy throughout the day.,9/12/2013 21:00,12.58,9/12/2013 15:00,9/12/2013 21:00,0.24
9.25,11/15/2013 13:00,345,partly-cloudy-day,1.52,11/15/2013 23:00,0.27,2.57,1032.71,11/15/2013 4:00,7.41,rain,13.12,0.72,11/15/2013 16:00,-0.1,7.41,1,11/15/2013 0:00,11/15/2013 16:12,1.38,3.33,9.25,11/15/2013 7:20,11/15/2013 13:00,11/15/2013 10:00,Partly cloudy until evening.,11/16/2013 7:00,1.74,11/15/2013 16:00,11/16/2013 7:00,0.43
9.3,11/18/2013 16:00,278,fog,7.23,11/18/2013 23:00,0.98,1.77,1010.92,11/18/2013 23:00,8.46,rain,5.39,0.92,11/18/2013 9:00,-1.13,8.54,1,11/18/2013 0:00,11/18/2013 16:09,2.19,7.37,9.3,11/18/2013 7:25,11/18/2013 16:00,11/18/2013 11:00,Foggy in the morning.,11/19/2013 8:00,5.02,11/18/2013 0:00,11/19/2013 8:00,0.53
5.88,4/1/2013 15:00,68,partly-cloudy-day,-3.45,3/31/2013 23:00,0.57,5.5,1011.52,4/1/2013 22:00,1.29,rain,12.68,0.64,4/1/2013 15:00,-4.26,1.29,3,3/31/2013 23:00,4/1/2013 18:34,0.04,1.1,5.88,4/1/2013 5:36,4/1/2013 15:00,4/1/2013 11:00,Mostly cloudy until evening.,4/2/2013 5:00,-3.14,4/1/2013 15:00,4/2/2013 5:00,0.68
13.71,4/30/2013 15:00,42,partly-cloudy-day,2.28,4/30/2013 5:00,0.22,2.84,1024.5,4/30/2013 22:00,13.71,rain,13.15,0.62,4/30/2013 15:00,2.32,13.71,5,4/29/2013 23:00,4/30/2013 19:22,4.42,5.94,13.71,4/30/2013 4:35,4/30/2013 15:00,4/30/2013 11:00,Partly cloudy until evening.,5/1/2013 3:00,4.3,4/30/2013 15:00,5/1/2013 4:00,0.67
12.89,12/16/2013 14:00,218,wind,9.68,12/16/2013 23:00,0.88,5.57,1016.66,12/16/2013 23:00,12.89,rain,10.36,0.89,12/16/2013 14:00,2.72,12.89,0,12/16/2013 0:00,12/16/2013 15:53,4.61,7.95,12.89,12/16/2013 8:01,12/16/2013 14:00,12/16/2013 7:00,Breezy in the morning and mostly cloudy until evening.,12/17/2013 7:00,6.56,12/16/2013 14:00,12/17/2013 3:00,0.47
7.3,3/17/2013 10:00,192,partly-cloudy-day,3.16,3/17/2013 23:00,0.64,2.1,990.34,3/17/2013 23:00,5.13,rain,11.52,0.88,3/17/2013 17:00,-1.32,5.13,2,3/17/2013 0:00,3/17/2013 18:09,-0.22,2.36,7.3,3/17/2013 6:11,3/17/2013 10:00,3/17/2013 11:00,Mostly cloudy throughout the day.,3/18/2013 3:00,-0.32,3/17/2013 17:00,3/18/2013 1:00,0.19
18.82,5/26/2013 15:00,288,partly-cloudy-day,3.14,5/26/2013 5:00,0.34,2.79,1018.43,5/26/2013 5:00,18.82,rain,14.76,0.55,5/26/2013 15:00,4.68,18.82,6,5/25/2013 23:00,5/26/2013 20:02,6.32,6.24,18.82,5/26/2013 3:55,5/26/2013 15:00,5/26/2013 11:00,Partly cloudy throughout the day.,5/27/2013 4:00,4.49,5/26/2013 15:00,5/27/2013 4:00,0.55
11.95,12/21/2013 19:00,213,wind,8.34,12/21/2013 2:00,0.86,8.91,1012.62,12/21/2013 2:00,11.95,rain,9.66,0.86,12/21/2013 19:00,5.14,11.95,0,12/21/2013 0:00,12/21/2013 15:54,7.96,9.41,11.95,12/21/2013 8:05,12/21/2013 19:00,12/21/2013 7:00,Breezy in the morning and overcast until evening.,12/22/2013 4:00,5.58,12/21/2013 19:00,12/22/2013 5:00,0.63
11.47,10/13/2013 8:00,281,partly-cloudy-day,8.92,10/13/2013 22:00,0.58,3.78,1010.8,10/13/2013 22:00,11.47,rain,9.38,0.92,10/13/2013 8:00,6.28,11.47,1,10/12/2013 23:00,10/13/2013 17:13,8.62,8.87,11.47,10/13/2013 6:22,10/13/2013 8:00,10/13/2013 9:00,Mostly cloudy until evening.,10/14/2013 6:00,6.46,10/13/2013 8:00,10/14/2013 5:00,0.31
17.7,9/7/2013 14:00,195,partly-cloudy-day,9.56,9/7/2013 6:00,0.26,3.43,1013.82,9/7/2013 6:00,17.7,rain,12.6,0.75,9/7/2013 14:00,9.13,17.7,4,9/6/2013 23:00,9/7/2013 18:35,9.13,11.39,17.7,9/7/2013 5:24,9/7/2013 14:00,9/7/2013 12:00,Mostly cloudy until evening.,9/8/2013 5:00,11.39,9/7/2013 14:00,9/8/2013 5:00,0.06
19.64,6/5/2013 16:00,54,partly-cloudy-day,8.12,6/5/2013 4:00,0.56,3.59,1021.53,6/5/2013 4:00,19.64,rain,13.31,0.71,6/5/2013 16:00,6.66,19.64,5,6/4/2013 23:00,6/5/2013 20:13,8.73,8.96,19.64,6/5/2013 3:47,6/5/2013 16:00,6/5/2013 11:00,Mostly cloudy throughout the day.,6/6/2013 4:00,6.8,6/5/2013 16:00,6/6/2013 5:00,0.9
1.36,2/22/2013 14:00,45,partly-cloudy-day,-5.38,2/22/2013 7:00,0.81,4.79,1020.5,2/22/2013 7:00,-3.39,snow,13.04,0.63,2/22/2013 17:00,-4.2,-3.32,1,2/22/2013 0:00,2/22/2013 17:29,0.19,0.2,1.36,2/22/2013 7:01,2/22/2013 14:00,2/22/2013 10:00,Mostly cloudy throughout the day.,2/23/2013 7:00,-4.29,2/22/2013 0:00,2/23/2013 2:00,0.39
9.21,1/9/2013 3:00,329,partly-cloudy-day,5.61,1/9/2013 23:00,0.52,0.93,1021.19,1/9/2013 23:00,7.33,rain,8.64,0.9,1/9/2013 7:00,1.16,9.13,1,1/9/2013 0:00,1/9/2013 16:12,1.16,1.77,8.93,1/9/2013 8:04,1/9/2013 7:00,1/9/2013 11:00,Partly cloudy until evening.,1/10/2013 2:00,1.77,1/9/2013 5:00,1/10/2013 2:00,0.92
3.48,1/13/2013 1:00,23,partly-cloudy-day,-1.76,1/13/2013 23:00,0.6,3.13,1018.81,1/13/2013 9:00,-0.62,rain,12.46,0.74,1/13/2013 14:00,-3.14,-0.09,1,1/13/2013 0:00,1/13/2013 16:18,-0.41,1.04,2.88,1/13/2013 8:02,1/13/2013 13:00,1/13/2013 11:00,Partly cloudy throughout the day.,1/14/2013 7:00,-2.16,1/13/2013 1:00,1/14/2013 8:00,0.07
9.22,11/10/2013 14:00,301,partly-cloudy-day,2.49,11/10/2013 22:00,0.18,2.61,1015.79,11/10/2013 22:00,7.3,rain,12.68,0.79,11/10/2013 15:00,0.71,7.3,1,11/10/2013 0:00,11/10/2013 16:20,2.53,2.58,9.22,11/10/2013 7:11,11/10/2013 14:00,11/10/2013 9:00,"Partly cloudy starting in the afternoon, continuing until evening.",11/11/2013 0:00,0.71,11/10/2013 15:00,11/10/2013 22:00,0.26
9.42,12/1/2013 14:00,308,partly-cloudy-day,3.48,12/1/2013 2:00,0.55,1.02,1032.9,12/1/2013 1:00,8.59,rain,11.59,0.83,12/1/2013 14:00,6.37,8.59,1,12/1/2013 0:00,12/1/2013 15:56,7.26,2.43,9.42,12/1/2013 7:45,12/1/2013 14:00,12/1/2013 11:00,Mostly cloudy until evening.,12/2/2013 7:00,0.21,12/1/2013 14:00,12/1/2013 19:00,0.94
17.34,6/16/2013 17:00,216,partly-cloudy-day,8.74,6/16/2013 4:00,0.42,3.05,1013.64,6/16/2013 4:00,17.34,rain,12.62,0.71,6/16/2013 17:00,12.87,17.34,5,6/15/2013 23:00,6/16/2013 20:21,12.87,11.46,17.34,6/16/2013 3:43,6/16/2013 17:00,6/16/2013 11:00,Mostly cloudy until evening.,6/17/2013 4:00,11.46,6/16/2013 17:00,6/17/2013 4:00,0.25
26.24,7/24/2013 14:00,231,partly-cloudy-day,14.13,7/24/2013 5:00,0.34,3.59,1014.24,7/24/2013 5:00,26.24,rain,12.89,0.67,7/24/2013 14:00,16.86,26.24,6,7/23/2013 23:00,7/24/2013 20:02,16.63,15.59,26.24,7/24/2013 4:13,7/24/2013 14:00,7/24/2013 12:00,Partly cloudy throughout the day.,7/25/2013 5:00,15.59,7/24/2013 14:00,7/25/2013 5:00,0.57
18.09,9/13/2013 11:00,255,cloudy,15.51,9/13/2013 22:00,1,0.97,1017.09,9/13/2013 22:00,18.3,rain,5.91,0.95,9/13/2013 11:00,7.1,18.3,2,9/12/2013 23:00,9/13/2013 18:21,9.3,14.78,18.09,9/13/2013 5:33,9/13/2013 11:00,9/13/2013 12:00,Overcast until evening.,9/14/2013 4:00,14.82,9/13/2013 11:00,9/14/2013 3:00,0.28
7.83,3/3/2013 15:00,89,partly-cloudy-day,0.26,3/3/2013 3:00,0.58,2.2,1023.52,3/3/2013 3:00,5.04,rain,10.12,0.8,3/3/2013 15:00,-1.41,5.04,1,3/3/2013 0:00,3/3/2013 17:45,2.14,-1.14,7.83,3/3/2013 6:42,3/3/2013 15:00,3/3/2013 9:00,Mostly cloudy throughout the day.,3/4/2013 7:00,-1.14,3/3/2013 15:00,3/4/2013 6:00,0.7
21.68,5/31/2013 15:00,340,partly-cloudy-day,10.44,5/31/2013 3:00,0.54,3.45,1017.87,5/31/2013 3:00,21.68,rain,10.59,0.72,5/31/2013 15:00,10.77,21.68,6,5/30/2013 23:00,5/31/2013 20:08,10.77,11.27,21.68,5/31/2013 3:51,5/31/2013 15:00,5/31/2013 12:00,Mostly cloudy until evening.,6/1/2013 4:00,11.27,5/31/2013 15:00,6/1/2013 4:00,0.73
14.81,5/12/2013 13:00,251,partly-cloudy-day,5.66,5/12/2013 0:00,0.44,5.33,1014.56,5/12/2013 5:00,14.81,rain,12.05,0.76,5/12/2013 13:00,10.87,14.81,6,5/11/2013 23:00,5/12/2013 19:42,10.87,6.04,14.81,5/12/2013 4:14,5/12/2013 13:00,5/12/2013 12:00,Mostly cloudy until evening.,5/13/2013 5:00,2.44,5/12/2013 13:00,5/13/2013 5:00,0.08
16.96,6/12/2013 17:00,211,wind,13.22,6/11/2013 23:00,0.93,5.94,1011.39,6/11/2013 23:00,17.01,rain,10.86,0.86,6/12/2013 17:00,13.03,17.01,5,6/11/2013 23:00,6/12/2013 20:18,13.03,14.16,16.96,6/12/2013 3:44,6/12/2013 17:00,6/12/2013 11:00,Mostly cloudy until evening and breezy starting in the evening.,6/13/2013 7:00,14.16,6/12/2013 17:00,6/13/2013 7:00,0.12
11.59,4/28/2013 14:00,233,partly-cloudy-day,0.63,4/28/2013 5:00,0.27,3.27,1017,4/28/2013 5:00,11.59,rain,12.49,0.64,4/28/2013 14:00,4.92,11.59,5,4/27/2013 23:00,4/28/2013 19:19,7.98,1.61,11.59,4/28/2013 4:38,4/28/2013 14:00,4/28/2013 12:00,Partly cloudy throughout the day.,4/29/2013 6:00,1.61,4/28/2013 14:00,4/29/2013 6:00,0.6
17.54,6/22/2013 12:00,218,wind,11.12,6/22/2013 5:00,0.67,6.78,1007.11,6/22/2013 5:00,17.54,rain,11.33,0.81,6/22/2013 12:00,13.07,17.54,5,6/21/2013 23:00,6/22/2013 20:22,13.07,12.01,17.54,6/22/2013 3:44,6/22/2013 12:00,6/22/2013 11:00,Breezy and mostly cloudy until evening.,6/23/2013 2:00,12.01,6/22/2013 12:00,6/23/2013 2:00,0.46
18.36,9/28/2013 12:00,81,partly-cloudy-day,11.73,9/28/2013 0:00,0.17,4.46,1009.88,9/28/2013 0:00,18.36,rain,9.78,0.81,9/28/2013 12:00,13.57,18.36,2,9/27/2013 23:00,9/28/2013 17:47,13.57,12.43,18.36,9/28/2013 5:57,9/28/2013 12:00,9/28/2013 10:00,Partly cloudy until evening.,9/29/2013 6:00,12.43,9/28/2013 12:00,9/29/2013 6:00,0.79
22.11,8/6/2013 14:00,287,partly-cloudy-day,10.77,8/6/2013 5:00,0.41,1.35,1015.69,8/6/2013 5:00,22.11,rain,13.53,0.68,8/6/2013 14:00,14.97,22.11,4,8/5/2013 23:00,8/6/2013 19:41,14.97,12.23,22.11,8/6/2013 4:33,8/6/2013 14:00,8/6/2013 11:00,Mostly cloudy until evening.,8/7/2013 6:00,12.23,8/6/2013 14:00,8/7/2013 6:00,0.98
4.93,2/26/2013 17:00,41,fog,2.55,2/26/2013 1:00,0.86,4.34,1032.15,2/26/2013 0:00,1.8,rain,3.48,0.91,2/26/2013 17:00,-1.82,1.8,1,2/26/2013 0:00,2/26/2013 17:36,2.33,2.98,4.93,2/26/2013 6:53,2/26/2013 17:00,2/26/2013 9:00,Foggy until afternoon.,2/27/2013 7:00,-1.18,2/26/2013 17:00,2/27/2013 8:00,0.52
16.32,5/1/2013 14:00,50,partly-cloudy-day,1.83,5/1/2013 3:00,0.26,2.95,1024.26,5/1/2013 4:00,16.32,rain,12.7,0.62,5/1/2013 14:00,3.39,16.32,5,4/30/2013 23:00,5/1/2013 19:24,5.43,4.42,16.32,5/1/2013 4:33,5/1/2013 14:00,5/1/2013 11:00,Partly cloudy until evening.,5/2/2013 5:00,2.32,5/1/2013 14:00,5/2/2013 5:00,0.71
9.87,4/6/2013 16:00,35,partly-cloudy-day,-2.24,4/6/2013 6:00,0.23,2.75,1023.34,4/6/2013 6:00,8.53,rain,13.02,0.63,4/6/2013 16:00,-1.21,8.53,3,4/5/2013 23:00,4/6/2013 18:42,-1.21,0.64,9.87,4/6/2013 5:25,4/6/2013 16:00,4/6/2013 11:00,Partly cloudy until afternoon.,4/7/2013 5:00,-2.67,4/6/2013 16:00,4/7/2013 5:00,0.87
12.54,12/15/2013 22:00,207,wind,9.59,12/15/2013 8:00,0.68,6.12,1019.25,12/15/2013 8:00,12.44,rain,9.14,0.91,12/15/2013 19:00,11.64,12.54,0,12/15/2013 0:00,12/15/2013 15:52,11.64,8.11,12.44,12/15/2013 8:01,12/15/2013 19:00,12/15/2013 5:00,Mostly cloudy until evening and breezy starting in the evening.,12/16/2013 8:00,6.2,12/15/2013 22:00,12/16/2013 8:00,0.44
10.12,2/19/2013 14:00,4,fog,0.3,2/19/2013 7:00,0.11,0.4,1019.55,2/19/2013 7:00,10.12,rain,6.95,0.79,2/19/2013 14:00,-1.27,10.12,2,2/19/2013 0:00,2/19/2013 17:23,1.93,-1.43,10.12,2/19/2013 7:07,2/19/2013 14:00,2/19/2013 11:00,Foggy overnight.,2/20/2013 0:00,-1.43,2/19/2013 14:00,2/20/2013 0:00,0.3
5.31,3/29/2013 12:00,55,partly-cloudy-day,-4.23,3/29/2013 3:00,0.59,3.52,1010.88,3/29/2013 1:00,1.71,rain,13.45,0.63,3/29/2013 12:00,-2.65,1.71,3,3/29/2013 0:00,3/29/2013 18:29,0.94,-0.52,5.31,3/29/2013 5:43,3/29/2013 12:00,3/29/2013 12:00,Mostly cloudy throughout the day.,3/30/2013 0:00,-2.99,3/29/2013 12:00,3/30/2013 7:00,0.57
20.07,6/4/2013 15:00,44,partly-cloudy-day,6.01,6/4/2013 4:00,0.27,4.16,1027,6/4/2013 4:00,20.07,rain,14.65,0.6,6/4/2013 15:00,6.8,20.07,7,6/3/2013 23:00,6/4/2013 20:12,8.96,7.64,20.07,6/4/2013 3:48,6/4/2013 15:00,6/4/2013 12:00,"Partly cloudy starting in the afternoon, continuing until evening.",6/5/2013 4:00,6.1,6/4/2013 15:00,6/5/2013 4:00,0.87
27.56,7/18/2013 15:00,65,partly-cloudy-day,13.54,7/18/2013 4:00,0.18,3.24,1026.15,7/18/2013 4:00,27.56,rain,14.02,0.6,7/18/2013 15:00,15.62,27.56,6,7/17/2013 23:00,7/18/2013 20:09,15.62,17.5,27.56,7/18/2013 4:05,7/18/2013 15:00,7/18/2013 12:00,Partly cloudy until evening.,7/19/2013 5:00,17.5,7/18/2013 15:00,7/19/2013 5:00,0.34
22.98,8/4/2013 14:00,209,partly-cloudy-day,12.82,8/4/2013 4:00,0.43,4.52,1019.02,8/4/2013 4:00,22.98,rain,12.67,0.7,8/4/2013 14:00,17.05,22.98,4,8/3/2013 23:00,8/4/2013 19:45,17.05,14.79,22.98,8/4/2013 4:30,8/4/2013 14:00,8/4/2013 10:00,Mostly cloudy until evening.,8/5/2013 3:00,14.79,8/4/2013 14:00,8/5/2013 3:00,0.92
